Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,7,15,1,DL,14869,13487,1514,95,1,1840,88,1,0
2013,7,15,1,DL,13244,12892,1945,-8,0,2140,-18,0,0
2013,7,15,1,DL,10397,14492,1350,30,1,1520,14,0,0
2013,7,15,1,DL,14492,10397,1600,20,1,1724,15,1,0
2013,7,15,1,DL,14747,11433,1145,23,1,1859,31,1,0
2013,7,15,1,DL,10397,14027,2055,21,1,2242,12,0,0
2013,7,15,1,DL,10397,14492,2307,0,0,27,-3,0,0
2013,7,15,1,DL,10299,13487,545,-6,0,1404,-20,0,0
2013,7,15,1,DL,10397,13871,2200,-7,0,2330,-27,0,0
2013,7,15,1,DL,10299,13487,2125,-7,0,544,-34,0,0
2013,7,15,1,DL,13487,10299,1515,20,1,1758,14,0,0
2013,7,15,1,DL,10721,12478,1710,0,0,1833,-8,0,0
2013,7,15,1,DL,12478,14683,1910,-3,0,2238,-47,0,0
2013,7,15,1,DL,12892,10397,105,0,0,826,-1,0,0
2013,7,15,1,DL,10397,11057,1045,36,1,1203,29,1,0
2013,7,15,1,DL,11057,10397,1245,25,1,1401,44,1,0
2013,7,15,1,DL,10397,11042,2100,-5,0,2255,-28,0,0
2013,7,15,1,DL,14492,12892,725,0,0,929,-17,0,0
2013,7,15,1,DL,13871,10397,1735,-4,0,2041,-4,0,0
2013,7,15,1,DL,13487,10299,2135,16,1,21,1,0,0
2013,7,15,1,DL,10397,10721,1920,42,1,2157,36,1,0
2013,7,15,1,DL,13487,10821,1910,-1,0,2238,-3,0,0
2013,7,15,1,DL,13204,10721,1909,-8,0,2205,-4,0,0
2013,7,15,1,DL,13487,11697,1020,44,1,1458,26,1,0
2013,7,15,1,DL,12173,14869,2100,-2,0,705,-18,0,0
2013,7,15,1,DL,10397,14869,820,-2,0,1022,-9,0,0
2013,7,15,1,DL,14869,12173,1157,0,0,1438,-7,0,0
2013,7,15,1,DL,14771,13487,800,5,0,1334,1,0,0
2013,7,15,1,DL,10792,11433,637,-5,0,744,12,0,0
2013,7,15,1,DL,10397,13487,1800,32,1,1932,31,1,0
2013,7,15,1,DL,12953,15304,805,-4,0,1055,-11,0,0
2013,7,15,1,DL,14107,11433,2320,88,1,608,89,1,0
2013,7,15,1,DL,10397,14307,1449,-1,0,1726,-16,0,0
2013,7,15,1,DL,14307,10397,1810,-4,0,2045,-15,0,0
2013,7,15,1,DL,10397,13931,726,-1,0,904,-10,0,0
2013,7,15,1,DL,13931,10397,945,0,0,1130,10,0,0
2013,7,15,1,DL,14869,10821,1707,-4,0,2318,-3,0,0
2013,7,15,1,DL,10397,14771,1055,-4,0,1305,-25,0,0
2013,7,15,1,DL,13487,12339,1305,41,1,1542,26,1,0
2013,7,15,1,DL,10397,13495,1215,3,0,1245,-6,0,0
2013,7,15,1,DL,13495,10397,1345,-4,0,1614,-7,0,0
2013,7,15,1,DL,13487,12892,700,-2,0,848,-16,0,0
2013,7,15,1,DL,11433,10792,2201,-3,0,2312,-16,0,0
2013,7,15,1,DL,10397,14869,1422,-5,0,1620,-24,0,0
2013,7,15,1,DL,10397,14524,1917,-4,0,2055,-10,0,0
2013,7,15,1,DL,10397,12264,1200,-5,0,1346,-14,0,0
2013,7,15,1,DL,12264,10397,1422,-5,0,1609,-6,0,0
2013,7,15,1,DL,10397,11193,2200,-8,0,2328,-13,0,0
2013,7,15,1,DL,10397,12339,939,53,1,1113,51,1,0
2013,7,15,1,DL,12339,10397,1200,45,1,1335,65,1,0
2013,7,15,1,DL,10397,13204,655,5,0,818,-3,0,0
2013,7,15,1,DL,13244,10397,1545,0,0,1813,-9,0,0
2013,7,15,1,DL,12953,11433,1250,60,1,1450,70,1,0
2013,7,15,1,DL,10397,14730,2216,22,1,2344,4,0,0
2013,7,15,1,DL,10397,14027,830,16,1,1016,17,1,0
2013,7,15,1,DL,14027,10397,1101,17,1,1246,13,0,0
2013,7,15,1,DL,10397,14635,1420,51,1,1606,34,1,0
2013,7,15,1,DL,14635,10397,1646,34,1,1834,48,1,0
2013,7,15,1,DL,14492,10397,825,-1,0,958,1,0,0
2013,7,15,1,DL,10397,11278,720,10,0,903,15,1,0
2013,7,15,1,DL,11278,10397,1000,5,0,1148,3,0,0
2013,7,15,1,DL,10397,13495,2301,4,0,2326,1,0,0
2013,7,15,1,DL,10397,12191,1338,97,1,1446,84,1,0
2013,7,15,1,DL,12191,10397,1529,81,1,1830,97,1,0
2013,7,15,1,DL,11193,10397,830,-5,0,958,3,0,0
2013,7,15,1,DL,11433,14771,1530,5,0,1730,-15,0,0
2013,7,15,1,DL,12953,10397,2000,-2,0,2230,31,1,0
2013,7,15,1,DL,10397,11193,736,-3,0,856,-14,0,0
2013,7,15,1,DL,12892,12173,1756,71,1,2039,58,1,0
2013,7,15,1,DL,12173,12892,800,507,1,1629,488,1,0
2013,7,15,1,DL,14771,12173,1500,71,1,1722,61,1,0
2013,7,15,1,DL,12173,14771,2225,-3,0,630,-5,0,0
2013,7,15,1,DL,11433,14122,2211,-2,0,2312,-7,0,0
2013,7,15,1,DL,14747,12478,1200,-5,0,2015,19,1,0
2013,7,15,1,DL,10397,12451,2145,13,0,2302,23,1,0
2013,7,15,1,DL,14057,10397,630,-6,0,1402,9,0,0
2013,7,15,1,DL,11618,13487,829,-6,0,1028,-41,0,0
2013,7,15,1,DL,14869,13204,1007,-5,0,1629,21,1,0
2013,7,15,1,DL,10397,10792,1315,29,1,1517,25,1,0
2013,7,15,1,DL,10792,10397,1557,25,1,1800,19,1,0
2013,7,15,1,DL,14869,13796,1124,-9,0,1227,-6,0,0
2013,7,15,1,DL,13796,14869,1320,-2,0,1559,-2,0,0
2013,7,15,1,DL,12892,12478,2125,2,0,545,4,0,0
2013,7,15,1,DL,12478,12892,1700,-2,0,2018,-34,0,0
2013,7,15,1,DL,12478,10721,1455,-8,0,1630,-39,0,0
2013,7,15,1,DL,14492,10397,715,-6,0,844,8,0,0
2013,7,15,1,DL,10397,11433,1610,39,1,1813,25,1,0
2013,7,15,1,DL,12478,15304,815,-3,0,1110,-30,0,0
2013,7,15,1,DL,15304,12478,1200,-5,0,1446,8,0,0
2013,7,15,1,DL,12892,13303,2213,-3,0,620,-10,0,0
2013,7,15,1,DL,13303,12892,725,42,1,946,22,1,0
2013,7,15,1,DL,11433,13244,1520,-4,0,1618,-9,0,0
2013,7,15,1,DL,10397,12264,1000,-2,0,1154,3,0,0
2013,7,15,1,DL,12264,10397,1234,-4,0,1420,9,0,0
2013,7,15,1,DL,15304,12953,1135,0,0,1422,-6,0,0
2013,7,15,1,DL,12953,14027,1155,-8,0,1454,-37,0,0
2013,7,15,1,DL,14027,12953,1534,-4,0,1830,-4,0,0
2013,7,15,1,DL,11433,10397,1005,-6,0,1201,-6,0,0
2013,7,15,1,DL,10397,10792,1503,26,1,1717,13,0,0
2013,7,15,1,DL,10792,10397,1757,15,1,2005,13,0,0
2013,7,15,1,DL,10397,14492,955,4,0,1125,2,0,0
2013,7,15,1,DL,14492,10397,1205,0,0,1325,-4,0,0
2013,7,15,1,DL,10397,14524,1412,24,1,1550,14,0,0
2013,7,15,1,DL,14524,10397,1630,15,1,1811,14,0,0
2013,7,15,1,DL,15016,10397,600,-6,0,836,-7,0,0
2013,7,15,1,DL,14869,13204,1713,-1,0,2338,0,0,0
2013,7,15,1,DL,10397,12889,940,-2,0,1100,-35,0,0
2013,7,15,1,DL,14869,15016,2003,-3,0,2352,-2,0,0
2013,7,15,1,DL,13931,10397,700,-5,0,847,-2,0,0
2013,7,15,1,DL,14027,10397,815,-3,0,1001,-7,0,0
2013,7,15,1,DL,10397,12451,1053,-1,0,1205,-8,0,0
2013,7,15,1,DL,12451,10397,1255,2,0,1410,-1,0,0
2013,7,15,1,DL,13303,11433,1145,22,1,1445,14,0,0
2013,7,15,1,DL,13487,14100,1030,27,1,1405,22,1,0
2013,7,15,1,DL,14100,13487,1445,32,1,1639,15,1,0
2013,7,15,1,DL,10821,14869,1625,3,0,1905,-34,0,0
2013,7,15,1,DL,14027,10397,700,-5,0,846,-7,0,0
2013,7,15,1,DL,15304,12478,1543,4,0,1831,43,1,0
2013,7,15,1,DL,14869,14057,1500,-8,0,1546,-5,0,0
2013,7,15,1,DL,14057,14869,1626,-7,0,1912,0,0,0
2013,7,15,1,DL,10397,12264,1522,14,0,1722,-17,0,0
2013,7,15,1,DL,12264,10397,1802,-6,0,1949,-15,0,0
2013,7,15,1,DL,13830,12892,1234,-5,0,2050,21,1,0
2013,7,15,1,DL,12892,13830,825,-1,0,1104,14,0,0
2013,7,15,1,DL,10397,14524,1700,1,0,1839,-14,0,0
2013,7,15,1,DL,14524,10397,1925,-3,0,2107,-4,0,0
2013,7,15,1,DL,15016,10397,1715,141,1,1951,139,1,0
2013,7,15,1,DL,10397,10721,950,8,0,1230,12,0,0
2013,7,15,1,DL,10721,10397,1845,-3,0,2134,-19,0,0
2013,7,15,1,DL,12889,13487,1855,161,1,2350,167,1,0
2013,7,15,1,DL,10397,14730,1928,26,1,2048,19,1,0
2013,7,15,1,DL,11433,14869,1920,1,0,2110,-10,0,0
2013,7,15,1,DL,14869,11193,1705,-3,0,2226,16,1,0
2013,7,15,1,DL,14869,10721,940,-5,0,1620,0,0,0
2013,7,15,1,DL,10693,11433,1815,44,1,2054,39,1,0
2013,7,15,1,DL,12173,12892,2154,57,1,610,53,1,0
2013,7,15,1,DL,12892,13487,655,-1,0,1228,-6,0,0
2013,7,15,1,DL,10721,14869,1740,4,0,2057,-14,0,0
2013,7,15,1,DL,14869,10299,959,9,0,1255,-7,0,0
2013,7,15,1,DL,10299,14869,1345,-8,0,2021,-20,0,0
2013,7,15,1,DL,11433,12889,1759,35,1,1916,27,1,0
2013,7,15,1,DL,11433,10529,1750,13,0,1934,38,1,0
2013,7,15,1,DL,13487,12892,1420,-4,0,1608,-21,0,0
2013,7,15,1,DL,12892,13830,1743,-2,0,2018,-4,0,0
2013,7,15,1,DL,10397,14747,1105,-3,0,1323,-11,0,0
2013,7,15,1,DL,14771,10397,2355,20,1,725,36,1,0
2013,7,15,1,DL,14869,10397,1702,-3,0,2242,16,1,0
2013,7,15,1,DL,13487,13204,1723,-1,0,2135,-3,0,0
2013,7,15,1,DL,13487,10529,1430,8,0,1806,-8,0,0
2013,7,15,1,DL,10529,13487,1855,-3,0,2054,-21,0,0
2013,7,15,1,DL,14869,12339,1707,-4,0,2221,2,0,0
2013,7,15,1,DL,10397,14027,2300,24,1,46,16,1,0
2013,7,15,1,DL,10397,13487,1050,9,0,1227,-9,0,0
2013,7,15,1,DL,12953,11433,1440,-6,0,1643,13,0,0
2013,7,15,1,DL,15016,11433,1820,41,1,2052,71,1,0
2013,7,15,1,DL,10397,13931,1015,-1,0,1152,-4,0,0
2013,7,15,1,DL,13931,10397,1236,0,0,1420,-6,0,0
2013,7,15,1,DL,12339,14869,845,2,0,1014,-12,0,0
2013,7,15,1,DL,12892,12889,1805,-6,0,1917,-3,0,0
2013,7,15,1,DL,12889,12892,2005,-3,0,2115,12,0,0
2013,7,15,1,DL,11433,10397,1215,-4,0,1415,10,0,0
2013,7,15,1,DL,11278,10397,1100,-6,0,1248,-20,0,0
2013,7,15,1,DL,10397,15376,1051,-1,0,1137,-8,0,0
2013,7,15,1,DL,15376,10397,1226,-5,0,1910,-12,0,0
2013,7,15,1,DL,10397,12191,2036,34,1,2145,17,1,0
2013,7,15,1,DL,14747,12478,932,-1,0,1750,-13,0,0
2013,7,15,1,DL,10721,11433,1045,-2,0,1253,-11,0,0
2013,7,16,2,DL,11193,14747,930,8,0,1115,-6,0,0
2013,7,16,2,DL,10529,11433,720,-5,0,917,-8,0,0
2013,7,16,2,DL,10397,11298,1637,15,1,1755,-3,0,0
2013,7,16,2,DL,11298,10397,1835,37,1,2140,35,1,0
2013,7,16,2,DL,13244,11433,1700,11,0,1959,15,1,0
2013,7,16,2,DL,13487,13871,1506,2,0,1614,-5,0,0
2013,7,16,2,DL,13871,13487,1700,-4,0,1810,-1,0,0
2013,7,16,2,DL,13487,10397,910,-2,0,1233,10,0,0
2013,7,16,2,DL,10397,11292,815,-2,0,925,-23,0,0
2013,7,16,2,DL,10397,11292,1355,-1,0,1503,-8,0,0
2013,7,16,2,DL,13204,10397,930,-6,0,1054,5,0,0
2013,7,16,2,DL,12953,13487,1439,1,0,1644,3,0,0
2013,7,16,2,DL,12892,13244,145,-4,0,733,-8,0,0
2013,7,16,2,DL,11433,14107,1220,0,0,1325,-10,0,0
2013,7,16,2,DL,14107,11433,1405,-3,0,2058,16,1,0
2013,7,16,2,DL,11433,10721,2145,-2,0,2332,-4,0,0
2013,7,16,2,DL,11433,14747,1959,119,1,2156,101,1,0
2013,7,16,2,DL,14747,11433,2320,1,0,629,-2,0,0
2013,7,16,2,DL,10397,10821,1450,-2,0,1648,-9,0,0
2013,7,16,2,DL,10821,10397,1745,0,0,1943,1,0,0
2013,7,16,2,DL,10821,10397,900,-7,0,1050,-16,0,0
2013,7,16,2,DL,10397,11697,1225,0,0,1420,-12,0,0
2013,7,16,2,DL,11697,10397,1515,-2,0,1710,-13,0,0
2013,7,16,2,DL,10397,11697,1100,0,0,1257,-5,0,0
2013,7,16,2,DL,11697,10397,1400,31,1,1556,17,1,0
2013,7,16,2,DL,11433,10529,2145,12,0,2328,21,1,0
2013,7,16,2,DL,11433,13303,840,3,0,1139,-8,0,0
2013,7,16,2,DL,14869,12478,1716,-2,0,2341,27,1,0
2013,7,16,2,DL,14057,14869,600,-6,0,848,-4,0,0
2013,7,16,2,DL,13487,13232,1500,5,0,1628,-1,0,0
2013,7,16,2,DL,13232,13487,1705,1,0,1831,-4,0,0
2013,7,16,2,DL,11193,12892,1600,7,0,1721,1,0,0
2013,7,16,2,DL,10397,15016,1734,8,0,1817,-12,0,0
2013,7,16,2,DL,15016,10397,1900,-4,0,2131,-3,0,0
2013,7,16,2,DL,10397,14869,2151,4,0,2350,-4,0,0
2013,7,16,2,DL,10397,10423,2154,-3,0,2309,-1,0,0
2013,7,16,2,DL,10397,11278,1720,7,0,1911,-8,0,0
2013,7,16,2,DL,11278,10397,1900,-7,0,2052,13,0,0
2013,7,16,2,DL,14869,10721,1710,-9,0,2340,9,0,0
2013,7,16,2,DL,11433,11298,845,4,0,1029,-9,0,0
2013,7,16,2,DL,11298,11433,1109,-4,0,1449,6,0,0
2013,7,16,2,DL,11433,12892,1959,41,1,2157,23,1,0
2013,7,16,2,DL,10397,10693,1905,-3,0,1911,-19,0,0
2013,7,16,2,DL,12953,10397,1000,-4,0,1235,-1,0,0
2013,7,16,2,DL,11433,12953,725,-3,0,913,7,0,0
2013,7,16,2,DL,10397,13303,1615,-2,0,1815,-5,0,0
2013,7,16,2,DL,11433,14100,1020,-4,0,1159,-5,0,0
2013,7,16,2,DL,14100,11433,1235,0,0,1417,5,0,0
2013,7,16,2,DL,10397,14027,1155,-3,0,1343,-2,0,0
2013,7,16,2,DL,14027,10397,1430,-5,0,1618,-13,0,0
2013,7,16,2,DL,12892,14747,1705,3,0,1935,-15,0,0
2013,7,16,2,DL,12953,11697,1930,5,0,2239,1,0,0
2013,7,16,2,DL,10397,12892,1359,7,0,1539,-17,0,0
2013,7,16,2,DL,14869,14747,820,18,1,925,6,0,0
2013,7,16,2,DL,14747,14869,1005,14,0,1258,13,0,0
2013,7,16,2,DL,10397,10423,1054,33,1,1217,13,0,0
2013,7,16,2,DL,10423,10397,1315,19,1,1627,16,1,0
2013,7,16,2,DL,14771,12478,630,122,1,1501,129,1,0
2013,7,16,2,DL,10397,13303,1455,19,1,1701,3,0,0
2013,7,16,2,DL,10397,13495,1347,-6,0,1417,-18,0,0
2013,7,16,2,DL,13495,10397,1500,-7,0,1729,-16,0,0
2013,7,16,2,DL,10397,12266,2145,8,0,2251,-13,0,0
2013,7,16,2,DL,13487,11278,1300,14,0,1625,19,1,0
2013,7,16,2,DL,13487,13871,2200,1,0,2310,1,0,0
2013,7,16,2,DL,14771,10397,745,-3,0,1524,20,1,0
2013,7,16,2,DL,10397,10423,831,-1,0,952,-4,0,0
2013,7,16,2,DL,10423,10397,1045,-4,0,1358,-6,0,0
2013,7,16,2,DL,11193,11292,941,-1,0,1027,22,1,0
2013,7,16,2,DL,10397,14683,1526,-2,0,1654,-10,0,0
2013,7,16,2,DL,14683,10397,1745,-4,0,2108,-13,0,0
2013,7,16,2,DL,15304,10397,625,-2,0,753,1,0,0
2013,7,16,2,DL,10397,13303,1725,0,0,1925,-16,0,0
2013,7,16,2,DL,10397,13342,1623,-3,0,1728,-23,0,0
2013,7,16,2,DL,13342,10397,1808,-5,0,2105,-13,0,0
2013,7,16,2,DL,12953,15304,1110,-5,0,1413,5,0,0
2013,7,16,2,DL,15304,12953,1500,-6,0,1747,-6,0,0
2013,7,16,2,DL,13204,12953,1429,-4,0,1714,-10,0,0
2013,7,16,2,DL,10397,13930,1456,26,1,1603,24,1,0
2013,7,16,2,DL,13930,10397,1646,22,1,1944,19,1,0
2013,7,16,2,DL,12953,11697,700,-5,0,1009,-15,0,0
2013,7,16,2,DL,14771,10397,2240,-2,0,615,1,0,0
2013,7,16,2,DL,11193,10397,1600,-1,0,1729,-9,0,0
2013,7,16,2,DL,14869,11433,1520,2,0,2040,5,0,0
2013,7,16,2,DL,14869,12889,1507,-2,0,1530,-5,0,0
2013,7,16,2,DL,10397,14747,820,7,0,1043,-28,0,0
2013,7,16,2,DL,12953,13204,900,-5,0,1157,-7,0,0
2013,7,16,2,DL,10397,12953,1045,1,0,1301,-9,0,0
2013,7,16,2,DL,13487,14679,2150,-1,0,2337,-12,0,0
2013,7,16,2,DL,12892,13244,700,-9,0,1249,-3,0,0
2013,7,16,2,DL,11433,12266,1758,16,1,1955,26,1,0
2013,7,16,2,DL,11298,10397,545,1,0,853,19,1,0
2013,7,16,2,DL,10397,15304,950,-4,0,1124,-16,0,0
2013,7,16,2,DL,15304,10397,1204,-4,0,1335,-15,0,0
2013,7,16,2,DL,11433,15304,845,1,0,1118,-1,0,0
2013,7,16,2,DL,15304,11433,1158,16,1,1435,24,1,0
2013,7,16,2,DL,11433,10397,855,-3,0,1055,0,0,0
2013,7,16,2,DL,11193,14771,930,0,0,1117,-5,0,0
2013,7,16,2,DL,10397,14100,1005,37,1,1215,29,1,0
2013,7,16,2,DL,14100,10397,1300,32,1,1503,14,0,0
2013,7,16,2,DL,15016,13487,650,-5,0,825,-9,0,0
2013,7,16,2,DL,14747,12892,1902,-6,0,2140,9,0,0
2013,7,16,2,DL,10397,12339,2201,-8,0,2335,-17,0,0
2013,7,16,2,DL,10397,10693,1505,9,0,1518,2,0,0
2013,7,16,2,DL,10693,10397,1600,-1,0,1813,-13,0,0
2013,7,16,2,DL,10397,10721,1050,-2,0,1325,0,0,0
2013,7,16,2,DL,10721,10397,830,-5,0,1112,-16,0,0
2013,7,16,2,DL,12953,14027,1440,-5,0,1749,-11,0,0
2013,7,16,2,DL,14027,12953,1830,-5,0,2128,2,0,0
2013,7,16,2,DL,11697,11433,815,-6,0,1116,-7,0,0
2013,7,16,2,DL,11433,13204,1525,8,0,1805,-10,0,0
2013,7,16,2,DL,12892,11433,705,-3,0,1433,10,0,0
2013,7,16,2,DL,13244,10397,600,-3,0,817,-2,0,0
2013,7,16,2,DL,13930,11433,1410,-3,0,1633,-15,0,0
2013,7,16,2,DL,14869,14679,2157,-8,0,2250,-14,0,0
2013,7,16,2,DL,10397,11298,1410,9,0,1526,-5,0,0
2013,7,16,2,DL,11298,10397,1606,-6,0,1915,-6,0,0
2013,7,16,2,DL,14869,10397,1106,-3,0,1650,4,0,0
2013,7,16,2,DL,10397,14107,2130,0,0,2221,-14,0,0
2013,7,16,2,DL,10397,11292,1108,16,1,1223,-17,0,0
2013,7,16,2,DL,11292,10397,1315,-3,0,1810,0,0,0
2013,7,16,2,DL,11433,12889,1940,22,1,2101,3,0,0
2013,7,16,2,DL,14908,10397,830,48,1,1548,44,1,0
2013,7,16,2,DL,12953,13487,610,-5,0,808,-18,0,0
2013,7,16,2,DL,11433,14107,845,-7,0,949,-22,0,0
2013,7,16,2,DL,10721,11433,1234,-3,0,1439,-4,0,0
2013,7,16,2,DL,10397,10821,2159,0,0,2358,-13,0,0
2013,7,16,2,DL,10397,10821,730,-6,0,922,-7,0,0
2013,7,16,2,DL,10821,10397,1005,-1,0,1152,9,0,0
2013,7,16,2,DL,10397,13198,1720,0,0,1832,-24,0,0
2013,7,16,2,DL,11697,10397,745,-2,0,939,-1,0,0
2013,7,16,2,DL,13204,11433,1010,-6,0,1247,0,0,0
2013,7,16,2,DL,11433,14027,1010,-11,0,1302,20,1,0
2013,7,16,2,DL,10397,11057,725,-4,0,845,5,0,0
2013,7,16,2,DL,12451,10397,900,18,1,1018,13,0,0
2013,7,16,2,DL,11193,12892,930,-1,0,1056,-12,0,0
2013,7,16,2,DL,11193,10397,1345,3,0,1516,-1,0,0
2013,7,16,2,DL,12953,15304,1530,-7,0,1840,-22,0,0
2013,7,16,2,DL,12892,11193,2255,-5,0,612,-6,0,0
2013,7,16,2,DL,10821,11433,605,1,0,733,-8,0,0
2013,7,16,2,DL,10397,11278,1620,39,1,1817,34,1,0
2013,7,16,2,DL,11278,10397,2000,-8,0,2150,-9,0,0
2013,7,16,2,DL,10397,14730,1205,-1,0,1325,-7,0,0
2013,7,16,2,DL,14730,10397,1400,-8,0,1530,-16,0,0
2013,7,16,2,DL,10397,11618,1241,0,0,1502,7,0,0
2013,7,16,2,DL,11618,10397,1545,6,0,1806,-19,0,0
2013,7,16,2,DL,13204,10397,1840,6,0,2019,-6,0,0
2013,7,16,2,DL,12266,11433,915,6,0,1304,13,0,0
2013,7,16,2,DL,11278,11433,1500,0,0,1632,38,1,0
2013,7,16,2,DL,10397,11042,1626,0,0,1815,-7,0,0
2013,7,16,2,DL,11042,10397,1859,-9,0,2041,-9,0,0
2013,7,16,2,DL,12953,10397,1200,-1,0,1436,24,1,0
2013,7,16,2,DL,11433,12953,1210,-1,0,1356,5,0,0
2013,7,16,2,DL,10397,13303,2200,-3,0,2357,-19,0,0
2013,7,16,2,DL,14747,13487,1300,-5,0,1816,-8,0,0
2013,7,16,2,DL,10397,13303,1345,0,0,1551,-21,0,0
2013,7,16,2,DL,11298,10397,705,-4,0,1015,17,1,0
2013,7,16,2,DL,10397,11193,1720,0,0,1846,-14,0,0
2013,7,16,2,DL,13871,10397,600,-4,0,905,8,0,0
2013,7,16,2,DL,14869,14747,2010,1,0,2115,-4,0,0
2013,7,16,2,DL,13204,12478,1200,0,0,1430,15,1,0
2013,7,16,2,DL,12478,13204,825,24,1,1108,9,0,0
2013,7,16,2,DL,13487,13198,705,88,1,830,76,1,0
2013,7,16,2,DL,13198,13487,914,73,1,1037,68,1,0
2013,7,16,2,DL,14524,10397,600,-6,0,741,4,0,0
2013,7,16,2,DL,14747,10397,1145,2,0,1926,32,1,0
2013,7,16,2,DL,11278,13487,1145,-7,0,1325,-25,0,0
2013,7,16,2,DL,12451,10397,1832,-2,0,1953,-3,0,0
2013,7,16,2,DL,13342,10397,1254,-6,0,1552,-12,0,0
2013,7,16,2,DL,11298,10397,815,-2,0,1123,1,0,0
2013,7,16,2,DL,10397,14679,1620,17,1,1747,-3,0,0
2013,7,16,2,DL,12892,13487,1100,5,0,1630,5,0,0
2013,7,16,2,DL,12892,10397,645,-8,0,1410,-14,0,0
2013,7,16,2,DL,10397,13495,835,-6,0,908,-8,0,0
2013,7,16,2,DL,13495,10397,1000,-7,0,1227,-13,0,0
2013,7,16,2,DL,10423,12478,835,-5,0,1319,-16,0,0
2013,7,16,2,DL,13487,11057,730,-6,0,1056,-9,0,0
2013,7,16,2,DL,11057,13487,1145,-2,0,1331,-15,0,0
2013,7,16,2,DL,13244,10397,1310,0,0,1530,19,1,0
2013,7,16,2,DL,13487,10397,1130,-2,0,1457,2,0,0
2013,7,16,2,DL,13204,12953,1856,133,1,2140,126,1,0
2013,7,16,2,DL,10397,13930,1605,-6,0,1714,-28,0,0
2013,7,16,2,DL,13930,10397,1800,-9,0,2056,-12,0,0
2013,7,16,2,DL,10397,14524,2205,-2,0,2346,-15,0,0
2013,7,16,2,DL,13487,13204,1030,-4,0,1445,7,0,0
2013,7,16,2,DL,13204,13487,1550,3,0,1821,-17,0,0
2013,7,16,2,DL,10397,13204,1455,-3,0,1636,-19,0,0
2013,7,16,2,DL,13204,10397,1730,-4,0,1907,-9,0,0
2013,7,16,2,DL,14893,13487,1245,-5,0,1806,-15,0,0
2013,7,16,2,DL,12953,13303,1545,145,1,1906,134,1,0
2013,7,16,2,DL,10423,10397,615,-4,0,927,5,0,0
2013,7,16,2,DL,10397,12953,1145,57,1,1401,53,1,0
2013,7,16,2,DL,13487,15016,1500,-5,0,1631,-10,0,0
2013,7,16,2,DL,14771,11433,2245,18,1,614,15,1,0
2013,7,16,2,DL,11433,11057,1955,9,0,2144,10,0,0
2013,7,16,2,DL,13487,10397,530,-3,0,852,14,0,0
2013,7,16,2,DL,13487,13204,1930,16,1,2341,14,0,0
2013,7,16,2,DL,11292,11193,820,-1,0,1255,9,0,0
2013,7,16,2,DL,14107,12478,815,-5,0,1605,11,0,0
2013,7,16,2,DL,11042,10397,831,-1,0,1015,10,0,0
2013,7,16,2,DL,13487,12953,705,0,0,1048,16,1,0
2013,7,16,2,DL,15304,13487,815,-6,0,1040,-36,0,0
2013,7,16,2,DL,13244,13204,825,-5,0,1128,-5,0,0
2013,7,16,2,DL,13204,13244,1208,-5,0,1311,-10,0,0
2013,7,16,2,DL,13487,13198,1715,21,1,1840,13,0,0
2013,7,16,2,DL,13198,13487,1920,14,0,2042,7,0,0
2013,7,16,2,DL,12953,13303,700,-5,0,1006,0,0,0
2013,7,16,2,DL,13303,12953,1046,-1,0,1350,12,0,0
2013,7,16,2,DL,12892,14869,1636,9,0,1924,26,1,0
2013,7,16,2,DL,13495,12953,1100,0,0,1459,5,0,0
2013,7,16,2,DL,12478,14057,1900,-3,0,2226,-21,0,0
2013,7,16,2,DL,11292,13487,1745,4,0,2037,2,0,0
2013,7,16,2,DL,13487,11292,1730,-2,0,1842,-16,0,0
2013,7,16,2,DL,10397,11298,1250,-1,0,1403,-9,0,0
2013,7,16,2,DL,11298,10397,1445,-2,0,1755,-12,0,0
2013,7,16,2,DL,10397,11193,944,-1,0,1105,4,0,0
2013,7,16,2,DL,10397,13930,725,-6,0,826,-13,0,0
2013,7,16,2,DL,10397,12264,1356,31,1,1548,22,1,0
2013,7,16,2,DL,12264,10397,1629,13,0,1821,23,1,0
2013,7,16,2,DL,13487,11066,1500,262,1,1745,264,1,0
2013,7,16,2,DL,10397,10693,1726,15,1,1739,-10,0,0
2013,7,16,2,DL,13204,10397,1125,-5,0,1255,-17,0,0
2013,7,16,2,DL,12953,13487,1835,-2,0,2046,22,1,0
2013,7,16,2,DL,13244,12892,830,54,1,1026,45,1,0
2013,7,16,2,DL,11433,14107,1550,62,1,1703,29,1,0
2013,7,16,2,DL,13487,14771,1145,0,0,1345,2,0,0
2013,7,16,2,DL,10397,10821,1905,-2,0,2059,-6,0,0
2013,7,16,2,DL,10397,10821,835,-2,0,1027,-2,0,0
2013,7,16,2,DL,10821,10397,1115,-2,0,1304,-7,0,0
2013,7,16,2,DL,10397,11697,950,-1,0,1148,10,0,0
2013,7,16,2,DL,11697,10397,1245,1,0,1442,-4,0,0
2013,7,16,2,DL,14869,12889,1645,-2,0,1709,-12,0,0
2013,7,16,2,DL,11433,13204,1230,-5,0,1510,-4,0,0
2013,7,16,2,DL,13204,11433,1600,24,1,1843,27,1,0
