Year,Month,Day,AirportID,Time,TimeZone,SkyCondition,Visibility,WeatherType,DryBulbFarenheit,DryBulbCelsius,WetBulbFarenheit,WetBulbCelsius,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WindSpeed,WindDirection,ValueForWindCharacter,StationPressure,PressureTendency,PressureChange,SeaLevelPressure,RecordType,HourlyPrecip,Altimeter
2013,7,11,15304,243,-5,FEW011 SCT300,10,,75,24,74,23.1,73,23,94,0,0,,29.99,,,M,SP,,30
2013,7,11,15304,253,-5,FEW011 SCT300,10,,76,24.4,75,23.6,74,23.3,94,0,0,,29.99,,,29.99,AA,,30
2013,7,11,15304,348,-5,BKN009,10,,77,25,76,24.2,75,24,94,6,140,,29.99,,,M,SP,,30
2013,7,11,15304,353,-5,BKN009,10,,77,25,76,24.2,75,23.9,94,6,140,,29.98,,,29.99,AA,,29.99
2013,7,11,15304,415,-5,FEW009,10,,77,25,74,23.4,73,23,88,6,140,,29.98,,,M,SP,,29.99
2013,7,11,15304,453,-5,FEW009,10,,77,25,74,23.4,73,22.8,88,3,170,,29.99,,,30,AA,,30
2013,7,11,15304,553,-5,FEW020,10,,77,25,74,23.4,73,22.8,88,3,150,,30.01,,,30.01,AA,,30.02
2013,7,11,15304,653,-5,FEW020 SCT130 SCT250,10,,78,25.6,75,24,74,23.3,88,6,150,,30,,,30.01,AA,,30.01
2013,7,11,15304,753,-5,FEW026 SCT130 SCT250,10,,81,27.2,76,24.5,74,23.3,79,7,150,,30,,,30.01,AA,,30.01
2013,7,11,15304,853,-5,SCT033 SCT150,10,,83,28.3,77,24.8,74,23.3,74,8,150,,30,,,30.01,AA,,30.01
2013,7,11,15304,953,-5,SCT033 SCT150,10,,84,28.9,77,24.9,74,23.3,72,10,200,,30.01,,,30.02,AA,,30.02
2013,7,11,15304,1046,-5,FEW021 SCT046,10,,81,27,75,24.1,73,23,77,14,270,22,30.02,,,M,SP,,30.03
2013,7,11,15304,1053,-5,SCT022 BKN049 BKN150,10,,82,27.8,76,24.3,73,22.8,74,15,250,,30.02,,,30.02,AA,,30.03
2013,7,11,15304,1153,-5,SCT036 SCT180,10,,82,27.8,77,25,75,23.9,79,9,220,,30.01,,,30.02,AA,,30.02
2013,7,11,15304,1253,-5,SCT035 BKN140,10,,83,28.3,75,23.7,71,21.7,67,6,210,,29.99,,,30,AA,,30
2013,7,11,15304,1353,-5,FEW035 BKN140,10,,84,28.9,78,25.3,75,23.9,74,8,190,,29.98,,,29.98,AA,,29.99
2013,7,11,15304,1453,-5,FEW035CB SCT250,10,,86,30,77,24.9,73,22.8,65,9,240,,29.95,,,29.96,AA,T,29.96
2013,7,11,15304,1553,-5,SCT023CB SCT030CB BKN250,10,,84,28.9,77,24.9,74,23.3,72,8,290,,29.94,,,29.95,AA,T,29.95
2013,7,11,15304,1653,-5,SCT028CB SCT090 BKN250,10,,85,29.4,77,25.1,74,23.3,70,7,280,,29.93,,,29.94,AA,T,29.94
2013,7,11,15304,1753,-5,SCT028TCU BKN100 BKN250,10,,84,28.9,76,24.2,72,22.2,67,3,230,,29.94,,,29.95,AA,,29.95
2013,7,11,15304,1807,-5,SCT028CB BKN090 BKN250,9,TS,82,28,75,23.9,72,22,72,5,VR,,29.94,,,M,SP,,29.95
2013,7,11,15304,1853,-5,SCT023TCU SCT090 BKN250,10,,80,26.7,76,24.3,74,23.3,82,0,0,,29.94,,,29.95,AA,T,29.95
2013,7,11,15304,1953,-5,FEW025TCU SCT095 SCT250,10,,79,26.1,74,23.1,71,21.7,77,8,170,,29.95,,,29.96,AA,,29.96
2013,7,11,15304,2053,-5,SCT028 BKN095 BKN250,10,,80,26.7,74,23.2,71,21.7,74,5,150,,29.96,,,29.97,AA,T,29.97
2013,7,11,15304,2153,-5,SCT024 SCT100 SCT250,10,,80,26.7,75,23.9,73,22.8,79,3,170,,29.96,,,29.96,AA,,29.97
2013,7,11,15304,2253,-5,SCT024 SCT100 SCT250,10,,80,26.7,75,23.9,73,22.8,79,3,150,,29.96,,,29.97,AA,,29.97
2013,7,11,15304,2353,-5,SCT025 SCT040 BKN065,10,,79,26.1,76,24.1,74,23.3,85,7,190,,29.95,,,29.96,AA,T,29.96
2013,7,12,15304,53,-5,SCT018 SCT026 BKN065,10,,79,26.1,76,24.5,75,23.9,88,6,210,,29.94,,,29.95,AA,T,29.95
2013,7,12,15304,153,-5,SCT025 BKN065,10,,80,26.7,76,24.3,74,23.3,82,7,220,,29.93,,,29.93,AA,,29.94
2013,7,12,15304,253,-5,SCT024 BKN065,10,,80,26.7,77,24.7,75,23.9,85,3,250,,29.91,,,29.92,AA,,29.92
2013,7,12,15304,353,-5,SCT022 BKN065,10,,81,27.2,76,24.5,74,23.3,79,7,260,,29.91,,,29.91,AA,,29.92
2013,7,12,15304,453,-5,SCT024 BKN065,10,,80,26.7,76,24.3,74,23.3,82,0,0,,29.92,,,29.92,AA,,29.93
2013,7,12,15304,553,-5,FEW024TCU SCT065 SCT100,10,,79,26.1,76,24.5,75,23.9,88,0,0,,29.92,,,29.93,AA,,29.93
2013,7,12,15304,653,-5,FEW024TCU SCT100,10,,79,26.1,76,24.5,75,23.9,88,3,90,,29.94,,,29.94,AA,,29.95
2013,7,12,15304,753,-5,FEW031TCU SCT047 SCT100,10,,82,27.8,77,25,75,23.9,79,5,140,,29.94,,,29.95,AA,,29.95
2013,7,12,15304,853,-5,FEW065TCU BKN100 BKN120,10,#NAME?,82,27.8,76,24.3,73,22.8,74,3,170,,29.95,,,29.96,AA,T,29.96
2013,7,12,15304,953,-5,SCT095TCU BKN100,10,,80,26.7,75,23.9,73,22.8,79,6,150,,29.95,,,29.96,AA,T,29.96
2013,7,12,15304,1053,-5,SCT095TCU BKN100,10,,83,28.3,77,24.8,74,23.3,74,7,160,,29.95,,,29.96,AA,,29.96
2013,7,12,15304,1153,-5,FEW019 BKN032TCU OVC048,10,,81,27.2,74,23,70,21.1,69,14,260,,29.96,,,29.97,AA,,29.97
2013,7,12,15304,1204,-5,FEW021 BKN032TCU OVC048,10,,81,27,75,23.7,72,22,74,13,270,,29.96,,,M,SP,,29.97
2013,7,12,15304,1222,-5,FEW021CB SCT035CB BKN110,10,TS,79,26,74,23.4,72,22,79,11,230,,29.96,,,M,SP,,29.97
2013,7,12,15304,1251,-5,BKN100 BKN110,6,#NAME?,77,25,74,23.1,72,22,85,8,230,,29.94,,,M,SP,,29.95
2013,7,12,15304,1253,-5,BKN100,7,#NAME?,78,25.6,73,22.9,71,21.7,79,8,230,,29.94,,,29.95,AA,0.01,29.95
2013,7,12,15304,1353,-5,SCT035TCU BKN080 BKN230,10,,84,28.9,76,24.2,72,22.2,67,5,210,,29.93,,,29.94,AA,0.02,29.94
2013,7,12,15304,1453,-5,FEW035CB SCT100 BKN250,10,,82,27.8,76,24.3,73,22.8,74,7,230,,29.91,,,29.92,AA,,29.92
2013,7,12,15304,1553,-5,FEW033TCU BKN160 BKN280,10,,86,30,76,24.5,72,22.2,63,3,220,,29.91,,,29.92,AA,,29.92
2013,7,12,15304,1653,-5,SCT032TCU SCT110 BKN240,10,,85,29.4,77,24.7,73,22.8,67,5,220,,29.89,,,29.9,AA,,29.9
2013,7,12,15304,1745,-5,BKN028TCU BKN045 BKN110,7,#NAME?,81,27,75,24.1,73,23,77,8,50,,29.91,,,M,SP,,29.92
2013,7,12,15304,1753,-5,BKN028TCU BKN045 BKN110,7,#NAME?,81,27.2,75,24.1,73,22.8,77,9,60,,29.91,,,29.91,AA,T,29.92
2013,7,12,15304,1804,-5,SCT028 BKN033TCU OVC170,10,,81,27,74,23,70,21,69,6,80,,29.91,,,M,SP,,29.92
2013,7,12,15304,1853,-5,BKN035TCU BKN065 OVC130,10,#NAME?,80,26.7,75,23.6,72,22.2,77,7,150,,29.92,,,29.93,AA,T,29.93
2013,7,12,15304,1922,-5,BKN035CB BKN065 BKN130,10,TS,79,26,74,23.4,72,22,79,3,200,,29.93,,,M,SP,,29.94
2013,7,12,15304,1953,-5,SCT035CB SCT060,10,,77,25,73,22.7,71,21.7,82,3,270,,29.93,,,29.94,AA,T,29.94
2013,7,12,15304,2021,-5,FEW035 BKN080 OVC130,10,#NAME?,77,25,74,23.4,73,23,88,0,0,,29.93,,,M,SP,,29.94
2013,7,12,15304,2053,-5,SCT140,10,,77,25,74,23.1,72,22.2,85,0,0,,29.93,,,29.94,AA,0.03,29.94
2013,7,12,15304,2153,-5,SCT055 SCT140,10,,78,25.6,75,23.6,73,22.8,85,0,0,,29.95,,,29.96,AA,,29.96
2013,7,12,15304,2253,-5,SCT035 SCT120,10,,78,25.6,75,24,74,23.3,88,0,0,,29.95,,,29.96,AA,,29.96
2013,7,12,15304,2353,-5,CLR,10,,78,25.6,75,23.6,73,22.8,85,0,0,,29.94,,,29.95,AA,,29.95
2013,7,13,15304,53,-5,CLR,10,,77,25,75,23.8,74,23.3,91,0,0,,29.93,,,29.93,AA,,29.94
2013,7,13,15304,153,-5,CLR,10,,76,24.4,74,23.3,73,22.8,90,0,0,,29.92,,,29.92,AA,,29.93
2013,7,13,15304,253,-5,CLR,10,,76,24.4,74,23.3,73,22.8,90,3,170,,29.92,,,29.92,AA,,29.93
2013,7,13,15304,353,-5,SCT035,10,,77,25,74,23.1,72,22.2,85,3,150,,29.91,,,29.92,AA,,29.92
2013,7,13,15304,453,-5,SCT035,10,,77,25,74,23.1,72,22.2,85,3,140,,29.93,,,29.93,AA,,29.94
2013,7,13,15304,553,-5,FEW020TCU SCT080 BKN200,10,,77,25,74,23.4,73,22.8,88,3,VR,,29.92,,,29.93,AA,,29.93
2013,7,13,15304,653,-5,FEW020TCU SCT170 BKN200,10,,79,26.1,76,24.1,74,23.3,85,3,140,,29.91,,,29.92,AA,,29.92
2013,7,13,15304,753,-5,FEW013 SCT170 BKN230,10,,81,27.2,76,24.5,74,23.3,79,7,190,,29.94,,,29.95,AA,,29.95
2013,7,13,15304,853,-5,FEW020TCU SCT160 BKN230,10,,83,28.3,76,24.4,73,22.8,72,5,150,,29.96,,,29.97,AA,,29.97
2013,7,13,15304,953,-5,SCT025TCU SCT160 BKN240,10,,83,28.3,76,24.4,73,22.8,72,6,180,,29.96,,,29.97,AA,,29.97
2013,7,13,15304,1053,-5,SCT027TCU BKN280,10,,85,29.4,77,24.7,73,22.8,67,7,210,,29.95,,,29.96,AA,,29.96
2013,7,13,15304,1137,-5,FEW022 SCT031 BKN055,10,,81,27,75,24.1,73,23,77,15,290,24,29.97,,,M,SP,,29.98
2013,7,13,15304,1140,-5,FEW029CB SCT041CB BKN049,10,TS,81,27,75,23.7,72,22,74,11,290,24,29.97,,,M,SP,,29.98
2013,7,13,15304,1153,-5,BKN041CB BKN170 OVC220,10,TS,80,26.7,75,23.9,73,22.8,79,5,270,,29.97,,,29.98,AA,,29.98
2013,7,13,15304,1234,-5,SCT025CB BKN130CB OVC200,10,,81,27,75,23.7,72,22,74,7,130,,29.96,,,M,SP,,29.97
2013,7,13,15304,1253,-5,SCT025TCU SCT110 OVC180,10,,79,26.1,74,23.4,72,22.2,79,5,110,,29.96,,,29.96,AA,T,29.97
2013,7,13,15304,1353,-5,FEW030TCU OVC280,10,,81,27.2,74,23.4,71,21.7,72,3,170,,29.96,,,29.97,AA,,29.97
2013,7,13,15304,1453,-5,SCT021TCU BKN055 OVC110,10,,79,26.1,74,23.4,72,22.2,79,9,240,,29.96,,,29.96,AA,T,29.97
2013,7,13,15304,1551,-5,SCT040 SCT070 BKN090,2,HZ,81,27,75,23.7,72,22,74,3,80,,29.95,,,M,SP,,29.96
2013,7,13,15304,1553,-5,SCT040 SCT070 BKN090,4,HZ,81,27.2,74,23.4,71,21.7,72,3,80,,29.95,,,29.96,AA,T,29.96
2013,7,13,15304,1653,-5,FEW031 SCT060 BKN075,10,,77,25,74,23.1,72,22.2,85,6,180,,29.95,,,29.96,AA,,29.96
2013,7,13,15304,1753,-5,FEW060 BKN110 BKN250,10,,80,26.7,75,23.6,72,22.2,77,0,0,,29.93,,,29.94,AA,,29.94
2013,7,13,15304,1853,-5,SCT110 BKN250,10,,81,27.2,75,23.7,72,22.2,74,0,0,,29.94,,,29.95,AA,,29.95
2013,7,13,15304,1953,-5,SCT110 BKN250,10,,80,26.7,75,23.9,73,22.8,79,0,0,,29.95,,,29.96,AA,,29.96
2013,7,13,15304,2053,-5,SCT110 BKN250,10,,79,26.1,75,23.8,73,22.8,82,3,100,,29.97,,,29.97,AA,,29.98
2013,7,13,15304,2153,-5,FEW014 SCT110,10,,79,26.1,76,24.1,74,23.3,85,5,130,,29.98,,,29.99,AA,,29.99
2013,7,13,15304,2253,-5,FEW014 SCT110,10,,78,25.6,75,23.6,73,22.8,85,8,130,,29.99,,,29.99,AA,,30
2013,7,13,15304,2353,-5,FEW015 SCT150,10,,77,25,74,23.4,73,22.8,88,9,130,,29.98,,,29.99,AA,,29.99
2013,7,14,15304,53,-5,FEW014 SCT140 SCT250,10,,76,24.4,74,23.3,73,22.8,90,5,140,,29.98,,,29.98,AA,,29.99
2013,7,14,15304,153,-5,FEW015 SCT130 SCT250,10,,76,24.4,73,22.9,72,22.2,87,3,VR,,29.96,,,29.97,AA,,29.97
2013,7,14,15304,253,-5,FEW028 SCT130 SCT250,10,,75,23.9,73,22.7,72,22.2,90,0,0,,29.97,,,29.97,AA,,29.98
2013,7,14,15304,302,-5,FEW009 SCT150,10,,75,24,73,22.7,72,22,90,0,0,,29.97,,,M,SP,,29.98
2013,7,14,15304,353,-5,SCT008 SCT130,10,,75,23.9,73,22.7,72,22.2,90,3,VR,,29.97,,,29.97,AA,,29.98
2013,7,14,15304,451,-5,BKN007 BKN140,10,,73,23,72,22.4,72,22,97,5,110,,29.97,,,M,SP,,29.98
2013,7,14,15304,453,-5,BKN007 BKN140,10,,74,23.3,72,22.2,71,21.7,90,5,110,,29.97,,,29.98,AA,,29.98
2013,7,14,15304,553,-5,OVC007,10,,75,23.9,73,22.7,72,22.2,90,0,0,,29.99,,,30,AA,,30
2013,7,14,15304,610,-5,SCT008 SCT270,10,,75,24,73,22.7,72,22,90,3,120,,29.99,,,M,SP,,30
2013,7,14,15304,628,-5,BKN008 BKN270,10,,75,24,73,22.7,72,22,90,3,100,,29.99,,,M,SP,,30
2013,7,14,15304,653,-5,BKN007 BKN270,10,,75,23.9,73,22.7,72,22.2,90,3,VR,,30,,,30.01,AA,,30.01
2013,7,14,15304,753,-5,OVC007,10,,77,25,74,23.4,73,22.8,88,7,130,,30.02,,,30.03,AA,,30.03
2013,7,14,15304,849,-5,BKN010 BKN270,10,,79,26,75,23.8,73,23,82,5,130,,30.03,,,M,SP,,30.04
2013,7,14,15304,853,-5,BKN010 BKN270,10,,79,26.1,76,24.1,74,23.3,85,0,0,,30.03,,,30.04,AA,,30.04
2013,7,14,15304,953,-5,BKN014 BKN270,10,,81,27.2,76,24.5,74,23.3,79,0,0,,30.04,,,30.05,AA,,30.05
2013,7,14,15304,1012,-5,BKN015 OVC230,10,,82,28,76,24.3,73,23,74,3,VR,,30.05,,,M,SP,,30.06
2013,7,14,15304,1053,-5,SCT018TCU OVC270,10,,82,27.8,77,25,75,23.9,79,5,180,,30.05,,,30.06,AA,,30.06
2013,7,14,15304,1153,-5,FEW023TCU OVC270,10,,85,29.4,79,25.8,76,24.4,75,6,VR,,30.05,,,30.06,AA,,30.06
2013,7,14,15304,1253,-5,FEW024TCU BKN200 OVC300,10,,85,29.4,79,25.8,76,24.4,75,8,230,,30.03,,,30.04,AA,,30.04
2013,7,14,15304,1331,-5,FEW025CB BKN200 OVC300,10,TS,82,28,77,25,75,24,79,13,230,,30.03,,,M,SP,,30.04
2013,7,14,15304,1353,-5,FEW025CB BKN220 OVC300,10,TS,82,27.8,77,25,75,23.9,79,8,220,,30.02,,,30.03,AA,,30.03
2013,7,14,15304,1453,-5,FEW025CB SCT090 OVC220,10,TS,83,28.3,76,24.4,73,22.8,72,6,110,,30.03,,,30.04,AA,,30.04
2013,7,14,15304,1522,-5,FEW025TCU SCT100 OVC250,10,,82,28,76,24.3,73,23,74,7,140,,30.02,,,M,SP,,30.03
2013,7,14,15304,1553,-5,FEW025 SCT045 OVC220,10,,82,27.8,75,23.9,72,22.2,72,5,VR,,30.02,,,30.03,AA,,30.03
2013,7,14,15304,1653,-5,FEW025 SCT070 OVC220,10,,82,27.8,75,23.9,72,22.2,72,7,110,,30.04,,,30.04,AA,,30.05
2013,7,14,15304,1753,-5,FEW045 SCT130 OVC250,10,,79,26.1,72,22.4,69,20.6,72,6,100,,30.03,,,30.04,AA,,30.04
2013,7,14,15304,1853,-5,FEW090 SCT130 OVC250,10,,78,25.6,73,22.9,71,21.7,79,0,0,,30.05,,,30.06,AA,,30.06
2013,7,14,15304,1953,-5,FEW090 SCT150 OVC250,10,,78,25.6,75,23.6,73,22.8,85,3,80,,30.06,,,30.07,AA,,30.07
2013,7,14,15304,2043,-5,FEW006 SCT035 BKN130,10,,75,24,74,23.1,73,23,94,3,VR,,30.07,,,M,SP,,30.08
2013,7,14,15304,2053,-5,FEW006 SCT035 BKN130,10,,76,24.4,75,23.6,74,23.3,94,5,90,,30.07,,,30.08,AA,,30.08
2013,7,14,15304,2153,-5,FEW009 SCT130 OVC250,10,,77,25,74,23.4,73,22.8,88,3,VR,,30.08,,,30.09,AA,,30.09
2013,7,14,15304,2253,-5,FEW011 BKN130,10,,76,24.4,73,22.5,71,21.7,85,6,100,,30.08,,,30.09,AA,,30.09
2013,7,14,15304,2353,-5,FEW011 BKN130,10,,75,23.9,72,22.4,71,21.7,87,5,VR,,30.09,,,30.09,AA,,30.1
2013,7,15,15304,53,-5,SCT039 SCT046 OVC065,10,,76,24.4,73,22.5,71,21.7,85,5,VR,,30.08,,,30.09,AA,,30.09
2013,7,15,15304,153,-5,OVC075,10,,75,23.9,72,22.4,71,21.7,87,3,VR,,30.07,,,30.08,AA,,30.08
2013,7,15,15304,234,-5,SCT008 BKN075,10,,73,23,72,22.4,72,22,97,5,90,,30.07,,,M,SP,,30.08
2013,7,15,15304,253,-5,SCT008 BKN075,10,,74,23.3,72,22.2,71,21.7,90,3,100,,30.07,,,30.08,AA,,30.08
2013,7,15,15304,353,-5,BKN043 OVC060,10,,75,23.9,72,22.4,71,21.7,87,3,VR,,30.07,,,30.08,AA,,30.08
2013,7,15,15304,453,-5,BKN070,10,,75,23.9,72,22.4,71,21.7,87,3,VR,,30.07,,,30.08,AA,,30.08
2013,7,15,15304,542,-5,FEW006 BKN050 BKN070,10,,73,23,72,22.4,72,22,97,6,70,,30.09,,,M,SP,,30.1
2013,7,15,15304,553,-5,FEW006 BKN050 BKN070,10,,74,23.3,73,22.5,72,22.2,94,3,70,,30.09,,,30.09,AA,,30.1
2013,7,15,15304,653,-5,BKN055 BKN250,10,,76,24.4,73,22.5,71,21.7,85,5,80,,30.1,,,30.11,AA,,30.11
2013,7,15,15304,753,-5,FEW055 BKN250,10,,79,26.1,74,23.1,71,21.7,77,5,80,,30.11,,,30.11,AA,,30.12
2013,7,15,15304,853,-5,FEW022 SCT055 BKN250,10,,82,27.8,75,23.9,72,22.2,72,8,100,,30.11,,,30.12,AA,,30.12
2013,7,15,15304,953,-5,SCT030 BKN250,10,,84,28.9,74,23.5,70,21.1,63,7,90,,30.11,,,30.12,AA,,30.12
2013,7,15,15304,1053,-5,SCT033,10,,84,28.9,74,23.5,70,21.1,63,3,VR,,30.11,,,30.12,AA,,30.12
2013,7,15,15304,1153,-5,BKN040 BKN250,10,,86,30,74,23.5,69,20.6,57,0,0,,30.1,,,30.1,AA,,30.11
2013,7,15,15304,1253,-5,BKN042 BKN050 BKN060,10,,88,31.1,75,23.8,69,20.6,53,5,VR,,30.07,,,30.08,AA,,30.08
2013,7,15,15304,1353,-5,BKN049 BKN200 BKN300,10,,88,31.1,74,23.2,67,19.4,50,0,0,,30.06,,,30.07,AA,,30.07
2013,7,15,15304,1453,-5,SCT050 SCT070 SCT200,10,,87,30.6,76,24.4,71,21.7,59,9,260,,30.04,,,30.04,AA,,30.05
2013,7,15,15304,1553,-5,FEW035 BKN080 BKN120,10,,81,27.2,74,23.4,71,21.7,72,10,40,18,30.04,,,30.04,AA,,30.05
2013,7,15,15304,1653,-5,FEW035TCU SCT070 OVC280,10,,84,28.9,74,23.5,70,21.1,63,8,30,,30.02,,,30.03,AA,,30.03
2013,7,15,15304,1753,-5,FEW025 SCT080 BKN280,10,,83,28.3,75,24.1,72,22.2,70,8,40,,30.02,,,30.03,AA,,30.03
2013,7,15,15304,1853,-5,CLR,10,,82,27.8,75,23.9,72,22.2,72,6,60,,30.04,,,30.05,AA,,30.05
2013,7,15,15304,1853,-5,M,M,,M,M,M,M,M,M,M,M,M,,M,3,1,30.05,SP,,M
2013,7,15,15304,1953,-5,FEW025 SCT095 BKN280,10,,81,27.2,75,24.1,73,22.8,77,5,60,,30.05,,,30.05,AA,,30.06
2013,7,15,15304,2053,-5,FEW090 BKN230,10,,81,27.2,75,24.1,73,22.8,77,6,70,,30.08,,,30.09,AA,,30.09
2013,7,15,15304,2153,-5,FEW022 SCT050 BKN250,10,,81,27.2,75,24.1,73,22.8,77,6,60,,30.1,,,30.1,AA,,30.11
2013,7,15,15304,2253,-5,FEW024 SCT070 BKN250,10,,80,26.7,74,23.2,71,21.7,74,6,100,,30.11,,,30.12,AA,,30.12
2013,7,15,15304,2353,-5,SCT022 BKN042 BKN250,10,,79,26.1,74,23.4,72,22.2,79,5,110,,30.11,,,30.12,AA,,30.12
2013,7,16,15304,53,-5,FEW050 SCT075 SCT250,10,,78,25.6,75,23.6,73,22.8,85,5,90,,30.1,,,30.11,AA,0.03,30.11
2013,7,16,15304,153,-5,FEW075,10,,77,25,74,23.4,73,22.8,88,5,100,,30.09,,,30.1,AA,,30.1
2013,7,16,15304,253,-5,CLR,10,,77,25,74,23.4,73,22.8,88,3,70,,30.09,,,30.1,AA,,30.1
2013,7,16,15304,353,-5,CLR,10,,76,24.4,74,23.3,73,22.8,90,5,70,,30.09,,,30.09,AA,,30.1
2013,7,16,15304,453,-5,FEW250,10,,76,24.4,74,23.3,73,22.8,90,0,0,,30.09,,,30.1,AA,,30.1
2013,7,16,15304,553,-5,FEW025 SCT250,10,,76,24.4,74,23.3,73,22.8,90,3,70,,30.11,,,30.11,AA,,30.12
2013,7,16,15304,653,-5,FEW015 SCT250,10,,77,25,74,23.4,73,22.8,88,6,60,,30.12,,,30.13,AA,,30.13
2013,7,16,15304,753,-5,FEW016 SCT200,10,,80,26.7,75,23.9,73,22.8,79,6,VR,,30.13,,,30.14,AA,,30.14
2013,7,16,15304,853,-5,SCT022 SCT250,10,,82,27.8,75,23.9,72,22.2,72,7,70,,30.13,,,30.14,AA,,30.14
2013,7,16,15304,953,-5,SCT028,10,,84,28.9,74,23.6,70,21.1,63,9,100,18,30.15,,,30.15,AA,,30.16
2013,7,16,15304,1053,-5,SCT038,10,,86,30,74,23.5,69,20.6,57,7,70,17,30.15,,,30.15,AA,,30.16
2013,7,16,15304,1153,-5,SCT045,10,,88,31.1,75,23.9,69,20.6,53,7,VR,21,30.13,,,30.14,AA,,30.14
2013,7,16,15304,1253,-5,SCT050 SCT200,10,,90,32.2,75,23.8,68,20,48,8,90,,30.12,,,30.12,AA,,30.13
2013,7,16,15304,1353,-5,BKN050TCU BKN200,10,,91,32.8,75,23.7,67,19.4,45,10,110,17,30.11,,,30.11,AA,,30.12
2013,7,16,15304,1412,-5,FEW008CB SCT030CB OVC050,10,,81,27,75,23.8,72,22,74,17,130,32,30.13,,,M,SP,,30.14
2013,7,16,15304,1453,-5,FEW022CB BKN090 OVC270,7,TS,77,25,72,22.4,70,21.1,79,10,100,22,30.15,,,30.15,AA,0.01,30.16
2013,7,16,15304,1521,-5,FEW070 SCT120 OVC270,10,,75,24,73,22.7,72,22,90,6,100,,30.13,,,M,SP,,30.14
2013,7,16,15304,1553,-5,FEW120 OVC190,10,,76,24.4,73,22.5,71,21.7,85,7,70,,30.14,,,30.14,AA,0.01,30.15
2013,7,16,15304,1653,-5,FEW035 SCT110 OVC230,10,,76,24.4,73,22.9,72,22.2,87,3,100,,30.12,,,30.12,AA,T,30.13
2013,7,16,15304,1753,-5,FEW050 SCT150 OVC270,10,,77,25,73,22.7,71,21.7,82,6,60,,30.12,,,30.12,AA,,30.13
2013,7,16,15304,1853,-5,FEW035 OVC270,10,,77,25,73,22.7,71,21.7,82,6,60,,30.13,,,30.14,AA,,30.14
2013,7,16,15304,1953,-5,FEW035 BKN300,10,,76,24.4,73,22.5,71,21.7,85,3,VR,,30.14,,,30.15,AA,,30.15
2013,7,16,15304,2053,-5,BKN280,10,,76,24.4,73,22.5,71,21.7,85,5,VR,,30.15,,,30.15,AA,,30.16
2013,7,16,15304,2153,-5,BKN280,10,,76,24.4,73,22.9,72,22.2,87,5,50,,30.16,,,30.16,AA,,30.17
2013,7,16,15304,2253,-5,FEW250,10,,76,24.4,73,22.9,72,22.2,87,0,0,,30.15,,,30.16,AA,,30.16
2013,7,16,15304,2353,-5,FEW250,10,,75,23.9,73,22.7,72,22.2,90,6,60,,30.15,,,30.16,AA,,30.16
2013,7,17,15304,53,-5,FEW250,10,,75,23.9,73,22.7,72,22.2,90,5,60,,30.14,,,30.14,AA,,30.15
2013,7,17,15304,153,-5,FEW250,10,,75,23.9,73,22.7,72,22.2,90,6,50,,30.13,,,30.14,AA,,30.14
2013,7,17,15304,253,-5,FEW250,10,,75,23.9,73,22.7,72,22.2,90,6,40,,30.12,,,30.13,AA,,30.13
2013,7,17,15304,353,-5,FEW250,10,,75,23.9,73,22.7,72,22.2,90,5,50,,30.11,,,30.11,AA,,30.12
2013,7,17,15304,453,-5,FEW250,10,,75,23.9,73,22.7,72,22.2,90,5,50,,30.12,,,30.13,AA,,30.13
2013,7,17,15304,553,-5,FEW012 SCT120 SCT250,10,,75,23.9,74,23.1,73,22.8,94,5,VR,,30.13,,,30.14,AA,,30.14
2013,7,17,15304,610,-5,FEW007 SCT120 SCT250,10,,75,24,74,23.1,73,23,94,3,30,,30.13,,,M,SP,,30.14
2013,7,17,15304,653,-5,FEW007 SCT120 SCT250,10,,76,24.4,74,23.3,73,22.8,90,6,50,,30.15,,,30.15,AA,,30.16
2013,7,17,15304,753,-5,FEW009 SCT100 SCT250,10,,77,25,75,23.8,74,23.3,91,7,60,,30.17,,,30.17,AA,,30.18
2013,7,17,15304,853,-5,SCT013 SCT250,10,,81,27.2,76,24.5,74,23.3,79,7,80,,30.15,,,30.16,AA,,30.16
2013,7,17,15304,953,-5,SCT025,10,,84,28.9,76,24.2,72,22.2,67,9,60,,30.14,,,30.15,AA,,30.15
2013,7,17,15304,1053,-5,SCT030 BKN047,10,,85,29.4,76,24.4,72,22.2,65,10,50,16,30.14,,,30.14,AA,,30.15
2013,7,17,15304,1153,-5,SCT040 BKN120 BKN250,10,,88,31.1,75,23.9,69,20.6,53,9,90,17,30.13,,,30.14,AA,,30.14
2013,7,17,15304,1253,-5,SCT045 BKN250,10,,90,32.2,76,24.2,69,20.6,50,7,50,,30.11,,,30.11,AA,,30.12
2013,7,17,15304,1353,-5,SCT043TCU SCT060 BKN070,10,,90,32.2,77,24.8,71,21.7,54,6,80,,30.09,,,30.09,AA,,30.1
2013,7,17,15304,1443,-5,BKN048CB OVC200,10,TS,84,29,73,22.9,68,20,59,10,140,20,30.07,,,M,SP,,30.08
2013,7,17,15304,1453,-5,BKN045CB OVC200,10,#NAME?,82,27.8,74,23.2,70,21.1,67,13,30,20,30.12,,,30.13,AA,T,30.13
2013,7,17,15304,1455,-5,OVC045,0.25,#NAME?,81,27,75,23.8,72,22,74,16,30,32,30.12,,,M,SP,,30.13
